Number of data: 20000
Number of incorrect classifications: 8717
Test Sample Error Rate: 0.435828
Battacharyya bound: 0.373529
Chernoff bound: 0.3
         beta*: 0.999998
1.43882, 0.54064, ONE, ONE, o
0.982065, 1.71972, ONE, ONE, o
1.78101, 1.14407, ONE, ONE, o
1.91826, 2.63237, ONE, TWO, X
2.95867, 1.47624, ONE, TWO, X
-0.074571, -0.477709, ONE, ONE, o
1.84246, 1.48044, ONE, TWO, X
4.08691, 1.97492, ONE, TWO, X
0.655342, 1.37035, ONE, ONE, o
-0.392101, 0.881618, ONE, ONE, o
0.974839, -0.317716, ONE, ONE, o
-0.097961, 0.645175, ONE, ONE, o
0.566935, 1.49173, ONE, ONE, o
0.301949, 0.450248, ONE, ONE, o
-0.634199, -1.06551, ONE, ONE, o
1.29657, 2.03993, ONE, TWO, X
1.95347, 0.342589, ONE, ONE, o
-0.181079, 1.95276, ONE, ONE, o
1.27285, 1.408, ONE, ONE, o
2.4802, -0.494334, ONE, ONE, o
2.316, 2.62558, ONE, TWO, X
0.823672, 1.21381, ONE, ONE, o
-0.705908, 1.04175, ONE, ONE, o
1.72003, 1.07549, ONE, ONE, o
1.04311, -0.009135, ONE, ONE, o
0.205334, 1.75707, ONE, ONE, o
0.21829, -0.770802, ONE, ONE, o
0.775192, 0.203588, ONE, ONE, o
2.06324, 2.01028, ONE, TWO, X
1.69613, 1.36708, ONE, ONE, o
0.766506, 2.24491, ONE, ONE, o
0.638282, 1.58111, ONE, ONE, o
1.93794, 2.34388, ONE, TWO, X
1.44594, 3.08452, ONE, TWO, X
0.252384, 0.960831, ONE, ONE, o
2.02178, 0.789548, ONE, ONE, o
2.8556, 2.24224, ONE, TWO, X
0.101814, -0.652284, ONE, ONE, o
1.24022, 0.712915, ONE, ONE, o
0.176889, -0.794436, ONE, ONE, o
0.394244, 0.32106, ONE, ONE, o
1.94929, 2.79642, ONE, TWO, X
3.33601, 0.489175, ONE, TWO, X
0.63384, 2.43724, ONE, TWO, X
0.790827, 1.53025, ONE, ONE, o
1.27835, 0.34877, ONE, ONE, o
0.477802, 1.5712, ONE, ONE, o
0.754731, 1.97493, ONE, ONE, o
0.111477, -0.216722, ONE, ONE, o
1.95262, 2.09013, ONE, TWO, X
0.63537, 2.57804, ONE, TWO, X
0.940848, -0.431222, ONE, ONE, o
0.389496, 1.09696, ONE, ONE, o
0.577255, -0.102247, ONE, ONE, o
-1.78106, 1.77095, ONE, ONE, o
0.525979, 1.59319, ONE, ONE, o
2.56948, 0.90091, ONE, TWO, X
2.29615, -0.400317, ONE, ONE, o
1.57882, 0.737257, ONE, ONE, o
1.3723, 1.95449, ONE, TWO, X
0.222964, 2.41798, ONE, ONE, o
0.873532, 1.76036, ONE, ONE, o
-0.10349, 0.532799, ONE, ONE, o
0.5288, 2.51162, ONE, ONE, o
0.815483, 2.02769, ONE, ONE, o
0.325441, 0.700931, ONE, ONE, o
1.96981, -0.664588, ONE, ONE, o
-1.90104, 0.895923, ONE, ONE, o
2.03415, 0.464039, ONE, ONE, o
1.93197, 0.971092, ONE, ONE, o
0.771042, 1.19723, ONE, ONE, o
1.11364, 0.627223, ONE, ONE, o
0.667027, 2.922, ONE, TWO, X
0.701052, 0.830475, ONE, ONE, o
0.50738, 1.13473, ONE, ONE, o
0.594783, 1.13023, ONE, ONE, o
1.31805, 1.69291, ONE, ONE, o
2.19806, 1.27219, ONE, TWO, X
1.62943, 1.08021, ONE, ONE, o
0.932224, 2.54682, ONE, TWO, X
2.31064, 2.20333, ONE, TWO, X
2.63736, 0.270371, ONE, ONE, o
1.73883, 0.093169, ONE, ONE, o
-0.685709, -0.082687, ONE, ONE, o
1.96299, 0.740062, ONE, ONE, o
0.514431, 0.76243, ONE, ONE, o
-0.56402, 0.294842, ONE, ONE, o
2.53399, 0.42278, ONE, ONE, o
0.956996, 0.474659, ONE, ONE, o
2.03328, -1.32895, ONE, ONE, o
1.75642, -1.61097, ONE, ONE, o
-0.796293, 0.792563, ONE, ONE, o
1.17692, -0.604728, ONE, ONE, o
0.679794, 1.93149, ONE, ONE, o
2.24768, 0.888776, ONE, TWO, X
1.04728, 0.319731, ONE, ONE, o
1.90249, -0.043513, ONE, ONE, o
1.50318, 2.96631, ONE, TWO, X
1.76631, 2.08993, ONE, TWO, X
1.68869, 2.23803, ONE, TWO, X
1.03378, 2.01897, ONE, ONE, o
2.87005, 0.919882, ONE, TWO, X
1.92483, -0.929754, ONE, ONE, o
1.21385, -0.424216, ONE, ONE, o
1.23572, -0.002343, ONE, ONE, o
1.88922, -0.715322, ONE, ONE, o
1.75602, 1.01653, ONE, ONE, o
-0.685633, 0.081208, ONE, ONE, o
0.783446, 0.617201, ONE, ONE, o
0.578264, 1.53275, ONE, ONE, o
0.13988, -0.001546, ONE, ONE, o
1.57559, 1.75459, ONE, TWO, X
0.335403, 1.20884, ONE, ONE, o
2.01146, 1.63036, ONE, TWO, X
1.03122, 2.10154, ONE, TWO, X
0.77348, 2.51139, ONE, TWO, X
0.286957, 2.16079, ONE, ONE, o
0.506058, -0.531945, ONE, ONE, o
2.1366, -0.688602, ONE, ONE, o
0.575271, 0.987564, ONE, ONE, o
0.322062, 0.711448, ONE, ONE, o
0.703903, 2.32953, ONE, ONE, o
1.14714, 1.43002, ONE, ONE, o
3.00884, 2.07046, ONE, TWO, X
1.41386, 1.6183, ONE, ONE, o
0.393435, 0.365606, ONE, ONE, o
1.38301, 0.998191, ONE, ONE, o
-0.065153, 0.941724, ONE, ONE, o
1.58356, 3.49916, ONE, TWO, X
0.735159, 0.5648, ONE, ONE, o
1.54868, 1.34764, ONE, ONE, o
1.89397, 0.037478, ONE, ONE, o
-0.438501, 1.02351, ONE, ONE, o
1.44141, 0.281576, ONE, ONE, o
0.829716, 0.789571, ONE, ONE, o
1.25104, 0.793942, ONE, ONE, o
1.5928, 0.3678, ONE, ONE, o
1.32258, 1.16225, ONE, ONE, o
-0.871047, 1.95721, ONE, ONE, o
0.951571, 0.218558, ONE, ONE, o
2.19634, 0.149314, ONE, ONE, o
2.42772, 2.53351, ONE, TWO, X
2.19593, 1.84029, ONE, TWO, X
-0.104762, 1.06108, ONE, ONE, o
2.1936, 1.20822, ONE, TWO, X
0.937988, 1.94471, ONE, ONE, o
1.33818, -0.556911, ONE, ONE, o
-1.36267, 1.59253, ONE, ONE, o
3.22668, 1.32069, ONE, TWO, X
0.296964, 0.470015, ONE, ONE, o
2.21194, 1.86976, ONE, TWO, X
1.00191, 1.11361, ONE, ONE, o
0.554214, -0.701, ONE, ONE, o
1.17481, 2.3565, ONE, TWO, X
0.791478, 1.57506, ONE, ONE, o
1.59201, 0.246413, ONE, ONE, o
2.6689, 2.57001, ONE, TWO, X
2.27386, 1.0353, ONE, TWO, X
1.36132, -0.751532, ONE, ONE, o
-0.627115, 1.84068, ONE, ONE, o
1.4287, 1.85012, ONE, TWO, X
0.888875, -0.851352, ONE, ONE, o
1.60791, 0.746385, ONE, ONE, o
1.37352, 0.108097, ONE, ONE, o
-0.601162, 2.91572, ONE, ONE, o
3.13241, -0.056684, ONE, ONE, o
1.02007, 2.54413, ONE, TWO, X
0.780496, 1.88687, ONE, ONE, o
1.10892, 2.04584, ONE, TWO, X
1.99613, 0.983151, ONE, ONE, o
1.82302, 0.040572, ONE, ONE, o
1.76025, 0.223799, ONE, ONE, o
0.417872, 0.393998, ONE, ONE, o
1.02412, 2.84609, ONE, TWO, X
0.737283, 0.595388, ONE, ONE, o
0.154552, 1.27579, ONE, ONE, o
0.080371, 2.32905, ONE, ONE, o
0.783067, 0.373446, ONE, ONE, o
1.56014, -0.972515, ONE, ONE, o
-0.244649, 0.845888, ONE, ONE, o
1.07183, 0.388723, ONE, ONE, o
0.792515, 1.17346, ONE, ONE, o
1.83493, 1.58215, ONE, TWO, X
1.75876, -0.140704, ONE, ONE, o
-0.577366, 0.175472, ONE, ONE, o
1.8723, 1.65387, ONE, TWO, X
1.69365, 0.073774, ONE, ONE, o
1.82926, 0.841754, ONE, ONE, o
1.12318, 0.844998, ONE, ONE, o
-0.421165, 1.06756, ONE, ONE, o
0.796044, 0.969637, ONE, ONE, o
0.807219, -0.988209, ONE, ONE, o
1.44841, 0.768277, ONE, ONE, o
0.617025, 1.41684, ONE, ONE, o
0.50125, 0.224636, ONE, ONE, o
1.2548, 1.64402, ONE, ONE, o
1.45037, 1.26892, ONE, ONE, o
1.47174, 0.850053, ONE, ONE, o
1.52454, -0.299832, ONE, ONE, o
0.759801, 1.52995, ONE, ONE, o
0.374988, 0.257366, ONE, ONE, o
2.37981, -0.323641, ONE, ONE, o
1.59444, -0.660928, ONE, ONE, o
0.186097, 0.464801, ONE, ONE, o
1.00029, 1.60489, ONE, ONE, o
2.43783, -0.112718, ONE, ONE, o
-0.089223, -0.548154, ONE, ONE, o
-0.108648, 2.51987, ONE, ONE, o
0.876705, 1.17856, ONE, ONE, o
0.040335, 1.27724, ONE, ONE, o
3.45967, 2.09537, ONE, TWO, X
1.13003, 2.34124, ONE, TWO, X
3.13799, 3.20636, ONE, TWO, X
0.832126, 2.28239, ONE, TWO, X
1.76524, 0.510075, ONE, ONE, o
-0.380779, 0.083753, ONE, ONE, o
1.44354, 0.310045, ONE, ONE, o
1.64447, 1.0873, ONE, ONE, o
1.64969, 0.021846, ONE, ONE, o
1.63809, 0.022195, ONE, ONE, o
0.592039, 0.421077, ONE, ONE, o
1.39036, 1.66219, ONE, ONE, o
2.56605, 1.56321, ONE, TWO, X
2.34926, 1.93531, ONE, TWO, X
0.473514, 0.40194, ONE, ONE, o
2.1455, 0.663415, ONE, ONE, o
1.21195, 1.79012, ONE, ONE, o
2.44941, 0.468847, ONE, ONE, o
1.53976, 0.824848, ONE, ONE, o
-0.170934, 0.459926, ONE, ONE, o
0.895736, 0.695241, ONE, ONE, o
0.095438, 1.46748, ONE, ONE, o
0.896412, 0.684159, ONE, ONE, o
1.37393, -0.367859, ONE, ONE, o
0.725223, 0.329387, ONE, ONE, o
-0.765186, 1.40591, ONE, ONE, o
-0.784038, 1.71925, ONE, ONE, o
-0.56925, 0.440706, ONE, ONE, o
-0.306385, 0.953976, ONE, ONE, o
0.303954, 0.07387, ONE, ONE, o
-0.423079, 1.71502, ONE, ONE, o
-0.817424, 0.170047, ONE, ONE, o
0.151674, -0.124979, ONE, ONE, o
1.37732, 1.12759, ONE, ONE, o
0.962053, -0.679051, ONE, ONE, o
0.638213, 2.62965, ONE, TWO, X
1.05739, 2.46173, ONE, TWO, X
1.09967, 0.076205, ONE, ONE, o
1.11497, 1.58085, ONE, ONE, o
-1.11251, 1.19045, ONE, ONE, o
1.0735, 1.86475, ONE, ONE, o
0.44131, 0.979145, ONE, ONE, o
-0.408635, 2.32695, ONE, ONE, o
0.549081, -0.67501, ONE, ONE, o
0.038195, 0.449682, ONE, ONE, o
1.48557, 1.71852, ONE, TWO, X
3.28836, -1.12997, ONE, ONE, o
1.75237, 3.0709, ONE, TWO, X
2.52833, 0.709184, ONE, TWO, X
1.68464, 0.005796, ONE, ONE, o
1.8472, 1.05456, ONE, ONE, o
0.442627, 0.901291, ONE, ONE, o
1.87996, 0.153501, ONE, ONE, o
1.71163, 1.59971, ONE, TWO, X
0.345827, 0.685608, ONE, ONE, o
2.3067, 1.20699, ONE, TWO, X
1.75515, 1.03613, ONE, ONE, o
2.73439, -1.53267, ONE, ONE, o
-0.654491, -0.113275, ONE, ONE, o
-0.152542, -0.258023, ONE, ONE, o
-0.127503, 1.05377, ONE, ONE, o
-0.815919, -1.77109, ONE, ONE, o
-0.55527, 0.991868, ONE, ONE, o
0.870778, 1.19666, ONE, ONE, o
1.50436, 2.84276, ONE, TWO, X
1.71609, 0.261933, ONE, ONE, o
2.42285, 0.950411, ONE, TWO, X
1.53965, 0.673506, ONE, ONE, o
0.576349, 1.0145, ONE, ONE, o
0.058862, 0.740859, ONE, ONE, o
1.09438, -1.35861, ONE, ONE, o
1.4548, -0.7387, ONE, ONE, o
-0.2662, 1.46251, ONE, ONE, o
-0.309972, 0.730437, ONE, ONE, o
2.14669, 1.01348, ONE, TWO, X
-0.23106, 1.87366, ONE, ONE, o
1.62935, 1.41722, ONE, ONE, o
2.54379, -0.586053, ONE, ONE, o
1.71364, 0.337355, ONE, ONE, o
-0.690651, 1.21183, ONE, ONE, o
1.68087, 0.780326, ONE, ONE, o
-0.328928, 2.98217, ONE, ONE, o
0.478352, 0.773515, ONE, ONE, o
0.720639, 1.9159, ONE, ONE, o
0.88312, 0.147013, ONE, ONE, o
1.51257, 1.01817, ONE, ONE, o
0.813185, 1.74554, ONE, ONE, o
2.27617, -0.191927, ONE, ONE, o
3.5713, -0.302788, ONE, TWO, X
0.730014, 0.471496, ONE, ONE, o
2.52312, 1.69024, ONE, TWO, X
1.68904, 1.09891, ONE, ONE, o
-0.199545, 0.507671, ONE, ONE, o
0.961473, 0.785034, ONE, ONE, o
2.35137, 0.834139, ONE, TWO, X
2.81935, 1.65362, ONE, TWO, X
1.16208, 2.03021, ONE, TWO, X
1.00634, 2.19543, ONE, TWO, X
1.37384, 1.73851, ONE, TWO, X
1.19976, -0.28921, ONE, ONE, o
1.66937, 0.418784, ONE, ONE, o
-0.502629, 1.13165, ONE, ONE, o
3.75118, 0.553505, ONE, TWO, X
2.26215, 1.58814, ONE, TWO, X
2.44509, 1.6005, ONE, TWO, X
0.789602, 1.04284, ONE, ONE, o
0.268176, 0.032195, ONE, ONE, o
1.95741, 0.424739, ONE, ONE, o
-0.47318, 0.609103, ONE, ONE, o
0.388813, -0.149963, ONE, ONE, o
0.843738, 0.877178, ONE, ONE, o
0.283752, -0.055478, ONE, ONE, o
1.27253, 1.6931, ONE, ONE, o
1.24138, 1.10209, ONE, ONE, o
0.994231, 1.51421, ONE, ONE, o
-0.739712, 2.19546, ONE, ONE, o
1.09784, 1.08677, ONE, ONE, o
1.25217, 0.9576, ONE, ONE, o
0.300853, 2.6103, ONE, ONE, o
2.46229, 1.92894, ONE, TWO, X
-0.311235, 0.714464, ONE, ONE, o
1.07378, 0.486893, ONE, ONE, o
0.967885, 0.000505, ONE, ONE, o
1.09434, 3.0066, ONE, TWO, X
0.512102, 0.607982, ONE, ONE, o
0.793227, -0.114482, ONE, ONE, o
0.20494, 3.39916, ONE, TWO, X
3.09312, 1.64399, ONE, TWO, X
3.41434, 0.211332, ONE, TWO, X
3.28116, 0.988427, ONE, TWO, X
2.93723, 1.13495, ONE, TWO, X
1.83933, 1.24245, ONE, TWO, X
1.34716, 1.60949, ONE, ONE, o
0.223886, 0.63719, ONE, ONE, o
1.81396, 0.674905, ONE, ONE, o
2.18299, 1.28814, ONE, TWO, X
1.14981, 0.017707, ONE, ONE, o
0.961008, 2.22981, ONE, TWO, X
2.13085, 0.089545, ONE, ONE, o
2.25128, 0.987302, ONE, TWO, X
1.6085, -0.1718, ONE, ONE, o
1.45687, 1.18278, ONE, ONE, o
0.179641, 3.51607, ONE, TWO, X
-0.139821, 1.77521, ONE, ONE, o
-0.461434, 0.217369, ONE, ONE, o
0.081592, 2.26027, ONE, ONE, o
0.599321, 2.51163, ONE, TWO, X
0.834368, 0.530417, ONE, ONE, o
1.14312, 2.09184, ONE, TWO, X
0.202909, 0.120341, ONE, ONE, o
2.00124, 1.54071, ONE, TWO, X
1.50617, 1.84551, ONE, TWO, X
1.57107, 0.656549, ONE, ONE, o
2.11394, 1.78105, ONE, TWO, X
2.26897, 2.25221, ONE, TWO, X
-0.128693, -0.678548, ONE, ONE, o
-0.39678, 1.19563, ONE, ONE, o
0.587167, 1.20761, ONE, ONE, o
0.976662, 0.531261, ONE, ONE, o
-0.540168, 0.796239, ONE, ONE, o
0.768619, 0.266366, ONE, ONE, o
-0.023519, 2.86319, ONE, ONE, o
-0.862578, 1.00272, ONE, ONE, o
1.10725, 0.392379, ONE, ONE, o
0.814051, 1.15063, ONE, ONE, o
1.50037, 0.864616, ONE, ONE, o
-0.417716, 2.02577, ONE, ONE, o
1.27776, 2.95753, ONE, TWO, X
1.22859, 1.13173, ONE, ONE, o
2.86466, 2.22204, ONE, TWO, X
2.46405, 0.355461, ONE, ONE, o
1.71219, 2.38063, ONE, TWO, X
-0.07752, 1.37977, ONE, ONE, o
0.641927, 0.626337, ONE, ONE, o
-0.23631, 0.494587, ONE, ONE, o
-0.363134, 2.22735, ONE, ONE, o
-1.52479, 1.18018, ONE, ONE, o
0.40409, 0.240457, ONE, ONE, o
1.79612, 0.322028, ONE, ONE, o
0.757952, 0.519014, ONE, ONE, o
2.61314, 1.78225, ONE, TWO, X
2.76871, 0.79561, ONE, TWO, X
0.511896, 0.117285, ONE, ONE, o
0.654907, 1.55963, ONE, ONE, o
1.0274, 0.626181, ONE, ONE, o
2.64588, 0.917814, ONE, TWO, X
-0.153096, -1.20166, ONE, ONE, o
2.61157, 1.51228, ONE, TWO, X
0.2206, 2.52213, ONE, ONE, o
1.10703, 2.0917, ONE, TWO, X
0.401489, 2.59268, ONE, ONE, o
1.40994, 0.054512, ONE, ONE, o
1.56215, 0.0207, ONE, ONE, o
2.28967, -0.484704, ONE, ONE, o
1.16106, 1.28943, ONE, ONE, o
1.07065, 0.843061, ONE, ONE, o
1.79341, 0.302807, ONE, ONE, o
1.36562, -0.881348, ONE, ONE, o
1.14152, 0.07957, ONE, ONE, o
-0.57718, -0.106437, ONE, ONE, o
0.36956, 0.416985, ONE, ONE, o
0.701066, 0.954637, ONE, ONE, o
1.79469, 1.49524, ONE, TWO, X
-0.303667, 0.627963, ONE, ONE, o
0.102017, 3.25927, ONE, TWO, X
1.52769, -0.069137, ONE, ONE, o
0.280399, 1.52108, ONE, ONE, o
0.322135, 0.247724, ONE, ONE, o
1.74697, 0.363869, ONE, ONE, o
1.08345, -0.022868, ONE, ONE, o
1.35996, -1.64166, ONE, ONE, o
1.78028, 1.92215, ONE, TWO, X
2.47909, 0.512, ONE, ONE, o
1.46025, 0.262801, ONE, ONE, o
1.57314, 0.059978, ONE, ONE, o
2.1984, 1.40948, ONE, TWO, X
0.763944, 1.1856, ONE, ONE, o
1.27455, 1.7011, ONE, ONE, o
0.631709, 1.4112, ONE, ONE, o
1.0063, 0.778597, ONE, ONE, o
1.2173, 0.079892, ONE, ONE, o
1.92233, -0.027468, ONE, ONE, o
1.08323, 0.617535, ONE, ONE, o
1.08839, 3.87885, ONE, TWO, X
0.084977, 1.70817, ONE, ONE, o
1.0647, -2.09176, ONE, ONE, o
0.898612, -0.039965, ONE, ONE, o
1.25877, 0.935503, ONE, ONE, o
1.73498, 1.75517, ONE, TWO, X
1.31346, 0.032216, ONE, ONE, o
-0.762832, 1.10486, ONE, ONE, o
1.0969, 2.25982, ONE, TWO, X
0.201501, -0.977311, ONE, ONE, o
0.336516, -0.045729, ONE, ONE, o
1.12692, 0.250978, ONE, ONE, o
1.9862, 2.36457, ONE, TWO, X
0.789592, 0.945692, ONE, ONE, o
0.760727, 1.71663, ONE, ONE, o
1.32403, 1.30321, ONE, ONE, o
1.47019, 0.605087, ONE, ONE, o
0.108715, 1.73392, ONE, ONE, o
1.93877, 1.79616, ONE, TWO, X
3.42627, -0.81364, ONE, ONE, o
1.10121, 2.46028, ONE, TWO, X
1.61245, 2.94452, ONE, TWO, X
-0.109668, 0.484462, ONE, ONE, o
0.885285, -0.242469, ONE, ONE, o
1.58082, 0.724609, ONE, ONE, o
0.710895, 1.42383, ONE, ONE, o
-0.003065, 0.764962, ONE, ONE, o
0.746138, 0.73025, ONE, ONE, o
1.9188, 1.1608, ONE, TWO, X
-0.736673, 1.05421, ONE, ONE, o
-0.770227, 0.880327, ONE, ONE, o
1.0982, 2.22898, ONE, TWO, X
1.14405, 0.036127, ONE, ONE, o
1.60809, 1.31158, ONE, ONE, o
-0.285941, 1.22589, ONE, ONE, o
2.73472, 1.02949, ONE, TWO, X
2.48548, 1.38507, ONE, TWO, X
-0.250536, 0.623042, ONE, ONE, o
0.073089, 0.07874, ONE, ONE, o
1.28705, 2.23007, ONE, TWO, X
0.537386, 0.864185, ONE, ONE, o
1.02736, 0.754072, ONE, ONE, o
1.14936, 2.05177, ONE, TWO, X
-0.363945, 0.472259, ONE, ONE, o
1.45723, 3.38562, ONE, TWO, X
0.762163, 0.812045, ONE, ONE, o
0.540979, 0.817714, ONE, ONE, o
0.226326, 0.722019, ONE, ONE, o
1.50636, 0.6927, ONE, ONE, o
1.73507, -1.05654, ONE, ONE, o
-0.146726, 1.82362, ONE, ONE, o
1.15554, 2.89569, ONE, TWO, X
-1.35326, 0.978372, ONE, ONE, o
0.119875, 1.4431, ONE, ONE, o
1.2416, 1.21757, ONE, ONE, o
0.675709, 0.912366, ONE, ONE, o
0.334321, 0.002723, ONE, ONE, o
1.66234, 2.41013, ONE, TWO, X
1.81054, 2.35223, ONE, TWO, X
-0.816272, 1.7228, ONE, ONE, o
1.109, 0.453583, ONE, ONE, o
-0.339652, 1.32531, ONE, ONE, o
1.03206, 0.282629, ONE, ONE, o
2.5305, 1.30351, ONE, TWO, X
0.580201, 2.94342, ONE, TWO, X
1.94494, 1.40116, ONE, TWO, X
1.47713, -1.1161, ONE, ONE, o
0.991759, 0.822645, ONE, ONE, o
1.26566, 0.772814, ONE, ONE, o
2.08126, 0.941609, ONE, ONE, o
2.36923, 0.513236, ONE, ONE, o
1.32195, 1.67854, ONE, ONE, o
-0.074089, -1.22124, ONE, ONE, o
0.492716, 2.95034, ONE, TWO, X
0.582961, 0.320101, ONE, ONE, o
-0.394073, 0.463444, ONE, ONE, o
1.30917, -0.144202, ONE, ONE, o
-0.666271, 1.61144, ONE, ONE, o
-1.45358, -0.231754, ONE, ONE, o
3.03325, 2.1485, ONE, TWO, X
-0.187825, 1.3593, ONE, ONE, o
1.51915, 0.267135, ONE, ONE, o
1.32209, 3.03586, ONE, TWO, X
2.33204, 0.60588, ONE, ONE, o
0.720464, 1.09325, ONE, ONE, o
0.206008, 0.540181, ONE, ONE, o
1.91448, 0.531582, ONE, ONE, o
2.93216, 2.3996, ONE, TWO, X
2.11257, 1.1918, ONE, TWO, X
1.48724, 1.20027, ONE, ONE, o
1.5736, 0.386964, ONE, ONE, o
-0.266886, 1.401, ONE, ONE, o
0.981782, 1.25701, ONE, ONE, o
1.74696, -0.274783, ONE, ONE, o
0.75216, 0.527043, ONE, ONE, o
1.67446, 1.21673, ONE, ONE, o
2.10559, 2.32323, ONE, TWO, X
0.772168, 1.2483, ONE, ONE, o
0.398082, 1.18663, ONE, ONE, o
0.76448, 1.67606, ONE, ONE, o
2.07301, -0.547199, ONE, ONE, o
1.66385, 0.314367, ONE, ONE, o
-0.725988, 0.833604, ONE, ONE, o
0.448208, 0.610918, ONE, ONE, o
1.28134, -0.685228, ONE, ONE, o
0.524534, 0.926118, ONE, ONE, o
1.40781, 0.795479, ONE, ONE, o
1.67128, -1.43242, ONE, ONE, o
-0.439676, 2.23839, ONE, ONE, o
-0.302839, 0.737057, ONE, ONE, o
0.524978, 0.935624, ONE, ONE, o
2.50669, 1.51105, ONE, TWO, X
1.7006, -0.6432, ONE, ONE, o
-1.71454, 1.41622, ONE, ONE, o
2.96935, 2.71868, ONE, TWO, X
0.966835, 0.23369, ONE, ONE, o
0.02207, 0.918798, ONE, ONE, o
0.445475, 0.500406, ONE, ONE, o
1.68898, 0.690008, ONE, ONE, o
0.845286, 1.15743, ONE, ONE, o
-0.291724, 0.680709, ONE, ONE, o
1.52073, 1.81865, ONE, TWO, X
1.77809, 0.453237, ONE, ONE, o
0.619105, 2.02092, ONE, ONE, o
2.19627, 2.86304, ONE, TWO, X
1.2392, 0.96955, ONE, ONE, o
0.194004, 2.29118, ONE, ONE, o
0.028287, 0.201926, ONE, ONE, o
1.41112, 1.06372, ONE, ONE, o
1.46881, 0.662935, ONE, ONE, o
2.50099, 0.124556, ONE, ONE, o
0.848938, 0.109974, ONE, ONE, o
0.306534, -0.466176, ONE, ONE, o
2.86282, 2.31006, ONE, TWO, X
0.186359, 1.2776, ONE, ONE, o
1.52537, 2.1876, ONE, TWO, X
0.532333, 2.59868, ONE, TWO, X
0.394752, 1.08701, ONE, ONE, o
1.39594, 1.58187, ONE, ONE, o
1.4731, 0.422846, ONE, ONE, o
1.42576, 1.55397, ONE, ONE, o
2.14711, 1.13912, ONE, TWO, X
1.53993, 0.912095, ONE, ONE, o
1.11919, 0.347982, ONE, ONE, o
1.17026, 1.5096, ONE, ONE, o
0.524297, 0.507655, ONE, ONE, o
-0.190043, 0.787871, ONE, ONE, o
0.954954, 1.83085, ONE, ONE, o
2.31786, -0.625634, ONE, ONE, o
0.380287, 0.395825, ONE, ONE, o
1.92293, 0.20472, ONE, ONE, o
0.271322, 0.862377, ONE, ONE, o
0.694622, 2.70919, ONE, TWO, X
2.28313, 2.67233, ONE, TWO, X
1.81711, -1.52262, ONE, ONE, o
0.059813, 2.08469, ONE, ONE, o
1.0492, 2.46168, ONE, TWO, X
-1.26746, 1.62854, ONE, ONE, o
0.97318, 1.86397, ONE, ONE, o
1.26912, 1.46096, ONE, ONE, o
-2.07985, 1.34663, ONE, ONE, o
0.075145, 2.06637, ONE, ONE, o
3.98985, 0.421154, ONE, TWO, X
0.872385, 1.68235, ONE, ONE, o
0.794888, 2.64268, ONE, TWO, X
0.946871, -0.324809, ONE, ONE, o
0.636761, 2.19515, ONE, ONE, o
0.775361, 0.467121, ONE, ONE, o
0.579706, 2.06937, ONE, ONE, o
1.38275, 0.379283, ONE, ONE, o
0.061914, -0.690887, ONE, ONE, o
2.46637, 1.54242, ONE, TWO, X
-0.692408, 0.354087, ONE, ONE, o
1.34028, 1.27561, ONE, ONE, o
0.198084, 0.433144, ONE, ONE, o
1.37902, -0.112114, ONE, ONE, o
0.641814, -0.796539, ONE, ONE, o
0.621218, 1.80303, ONE, ONE, o
1.28658, 0.543871, ONE, ONE, o
0.51314, 0.528888, ONE, ONE, o
1.75887, -0.209732, ONE, ONE, o
-1.01382, 1.24661, ONE, ONE, o
0.353216, 1.85073, ONE, ONE, o
0.324406, 1.43148, ONE, ONE, o
0.694874, 3.03677, ONE, TWO, X
-0.560525, -0.683632, ONE, ONE, o
0.20196, 0.577359, ONE, ONE, o
0.763563, -0.367947, ONE, ONE, o
1.25643, 0.662922, ONE, ONE, o
2.3608, 1.05937, ONE, TWO, X
-0.02729, 1.2305, ONE, ONE, o
0.370932, 0.865737, ONE, ONE, o
1.94417, 0.710906, ONE, ONE, o
1.38969, 0.496711, ONE, ONE, o
2.14292, 0.255615, ONE, ONE, o
1.34266, 1.09439, ONE, ONE, o
1.50422, 0.455774, ONE, ONE, o
1.65424, 0.192481, ONE, ONE, o
0.213386, 2.06396, ONE, ONE, o
1.23824, 0.659977, ONE, ONE, o
0.124239, -0.954052, ONE, ONE, o
1.01341, -0.939964, ONE, ONE, o
0.185708, -0.051827, ONE, ONE, o
1.77123, 1.17632, ONE, ONE, o
2.53457, 1.21896, ONE, TWO, X
0.756608, 1.58624, ONE, ONE, o
-0.401104, 0.377068, ONE, ONE, o
1.20553, 2.40735, ONE, TWO, X
2.12656, 0.119188, ONE, ONE, o
-0.198547, -0.785137, ONE, ONE, o
1.52879, 1.18805, ONE, ONE, o
0.931918, 1.4321, ONE, ONE, o
2.06866, 2.24538, ONE, TWO, X
1.2406, 1.84739, ONE, TWO, X
0.958526, -0.99421, ONE, ONE, o
2.04071, 0.522822, ONE, ONE, o
2.68244, 0.916412, ONE, TWO, X
0.017295, 0.467265, ONE, ONE, o
1.48672, 1.56054, ONE, ONE, o
0.700748, 1.4718, ONE, ONE, o
1.63613, 0.057504, ONE, ONE, o
2.60575, 0.376292, ONE, ONE, o
0.122992, 0.979026, ONE, ONE, o
2.55011, 1.34996, ONE, TWO, X
0.535135, -0.307291, ONE, ONE, o
